Event#,Date,Temperature
1,5/18/2022 16:30,15.76
2,5/18/2022 17:30,15.378
3,5/18/2022 18:30,15.187
4,5/18/2022 19:30,14.804
5,5/18/2022 20:30,14.421
6,5/18/2022 21:30,14.325
7,5/18/2022 22:30,14.325
8,5/18/2022 23:30,14.325
9,5/19/2022 0:30,12.69
10,5/19/2022 1:30,12.594
11,5/19/2022 2:30,13.173
12,5/19/2022 3:30,12.98
13,5/19/2022 4:30,12.98
14,5/19/2022 5:30,13.076
15,5/19/2022 6:30,13.173
16,5/19/2022 7:30,13.365
17,5/19/2022 8:30,13.365
18,5/19/2022 9:30,13.558
19,5/19/2022 10:30,13.654
20,5/19/2022 11:30,13.461
21,5/19/2022 12:30,13.654
22,5/19/2022 13:30,14.038
23,5/19/2022 14:30,14.038
24,5/19/2022 15:30,14.613
25,5/19/2022 16:30,15.855
26,5/19/2022 17:30,16.237
27,5/19/2022 18:30,16.141
28,5/19/2022 19:30,14.038
29,5/19/2022 20:30,11.819
30,5/19/2022 21:30,11.139
31,5/19/2022 22:30,10.553
32,5/19/2022 23:30,10.357
33,5/20/2022 0:30,10.259
34,5/20/2022 1:30,10.161
35,5/20/2022 2:30,10.063
36,5/20/2022 3:30,9.965
37,5/20/2022 4:30,9.866
38,5/20/2022 5:30,9.768
39,5/20/2022 6:30,9.669
40,5/20/2022 7:30,9.866
41,5/20/2022 8:30,10.161
42,5/20/2022 9:30,10.553
43,5/20/2022 10:30,10.846
44,5/20/2022 11:30,10.944
45,5/20/2022 12:30,11.139
46,5/20/2022 13:30,11.528
47,5/20/2022 14:30,11.625
48,5/20/2022 15:30,11.916
49,5/20/2022 16:30,12.11
50,5/20/2022 17:30,11.916
51,5/20/2022 18:30,11.625
52,5/20/2022 19:30,11.334
53,5/20/2022 20:30,11.528
54,5/20/2022 21:30,11.528
55,5/20/2022 22:30,11.334
56,5/20/2022 23:30,11.236
57,5/21/2022 0:30,11.139
58,5/21/2022 1:30,10.944
59,5/21/2022 2:30,10.651
60,5/21/2022 3:30,10.357
61,5/21/2022 4:30,10.161
62,5/21/2022 5:30,10.161
63,5/21/2022 6:30,10.259
64,5/21/2022 7:30,10.455
65,5/21/2022 8:30,10.748
66,5/21/2022 9:30,10.944
67,5/21/2022 10:30,11.236
68,5/21/2022 11:30,11.528
69,5/21/2022 12:30,11.916
70,5/21/2022 13:30,12.207
71,5/21/2022 14:30,12.497
72,5/21/2022 15:30,12.787
73,5/21/2022 16:30,13.461
74,5/21/2022 17:30,13.461
75,5/21/2022 18:30,13.076
76,5/21/2022 19:30,13.076
77,5/21/2022 20:30,12.98
78,5/21/2022 21:30,12.401
79,5/21/2022 22:30,11.139
80,5/21/2022 23:30,11.431
81,5/22/2022 0:30,11.334
82,5/22/2022 1:30,11.625
83,5/22/2022 2:30,12.11
84,5/22/2022 3:30,12.013
85,5/22/2022 4:30,11.431
86,5/22/2022 5:30,11.236
87,5/22/2022 6:30,11.139
88,5/22/2022 7:30,11.528
89,5/22/2022 8:30,11.819
90,5/22/2022 9:30,12.11
91,5/22/2022 10:30,12.401
92,5/22/2022 11:30,12.497
93,5/22/2022 12:30,13.076
94,5/22/2022 13:30,13.269
95,5/22/2022 14:30,13.654
96,5/22/2022 15:30,14.134
97,5/22/2022 16:30,14.325
98,5/22/2022 17:30,14.517
99,5/22/2022 18:30,14.23
100,5/22/2022 19:30,13.942
101,5/22/2022 20:30,13.654
102,5/22/2022 21:30,13.558
103,5/22/2022 22:30,13.461
104,5/22/2022 23:30,13.461
105,5/23/2022 0:30,13.365
106,5/23/2022 1:30,13.269
107,5/23/2022 2:30,13.173
108,5/23/2022 3:30,12.98
109,5/23/2022 4:30,12.883
110,5/23/2022 5:30,12.69
111,5/23/2022 6:30,12.69
112,5/23/2022 7:30,12.787
113,5/23/2022 8:30,12.98
114,5/23/2022 9:30,13.076
115,5/23/2022 10:30,13.75
116,5/23/2022 11:30,14.421
117,5/23/2022 12:30,14.613
118,5/23/2022 13:30,14.9
119,5/23/2022 14:30,15.76
120,5/23/2022 15:30,16.141
121,5/23/2022 16:30,15.76
122,5/23/2022 17:30,15.855
123,5/23/2022 18:30,15.76
124,5/23/2022 19:30,15.187
125,5/23/2022 20:30,14.996
126,5/23/2022 21:30,14.23
127,5/23/2022 22:30,14.325
128,5/23/2022 23:30,14.038
129,5/24/2022 0:30,14.134
130,5/24/2022 1:30,14.134
131,5/24/2022 2:30,14.134
132,5/24/2022 3:30,14.038
133,5/24/2022 4:30,14.23
134,5/24/2022 5:30,14.038
135,5/24/2022 6:30,14.038
136,5/24/2022 7:30,14.325
137,5/24/2022 8:30,14.517
138,5/24/2022 9:30,14.804
139,5/24/2022 10:30,14.804
140,5/24/2022 11:30,15.091
141,5/24/2022 12:30,15.473
142,5/24/2022 13:30,15.855
143,5/24/2022 14:30,16.046
144,5/24/2022 15:30,16.427
145,5/24/2022 16:30,16.427
146,5/24/2022 17:30,16.141
147,5/24/2022 18:30,15.951
148,5/24/2022 19:30,16.046
149,5/24/2022 20:30,16.332
150,5/24/2022 21:30,15.76
151,5/24/2022 22:30,16.141
152,5/24/2022 23:30,15.76
153,5/25/2022 0:30,15.569
154,5/25/2022 1:30,15.473
155,5/25/2022 2:30,15.378
156,5/25/2022 3:30,15.187
157,5/25/2022 4:30,15.091
158,5/25/2022 5:30,14.9
159,5/25/2022 6:30,14.996
160,5/25/2022 7:30,15.187
161,5/25/2022 8:30,15.473
162,5/25/2022 9:30,15.855
163,5/25/2022 10:30,16.237
164,5/25/2022 11:30,16.523
165,5/25/2022 12:30,16.523
166,5/25/2022 13:30,17.094
167,5/25/2022 14:30,17.855
168,5/25/2022 15:30,17.475
169,5/25/2022 16:30,16.999
170,5/25/2022 17:30,16.999
171,5/25/2022 18:30,16.332
172,5/25/2022 19:30,16.237
173,5/25/2022 20:30,16.427
174,5/25/2022 21:30,17.284
175,5/25/2022 22:30,15.76
176,5/25/2022 23:30,15.569
177,5/26/2022 0:30,15.951
178,5/26/2022 1:30,16.332
179,5/26/2022 2:30,16.237
180,5/26/2022 3:30,16.523
181,5/26/2022 4:30,16.618
182,5/26/2022 5:30,16.713
183,5/26/2022 6:30,16.618
184,5/26/2022 7:30,16.523
185,5/26/2022 8:30,16.808
186,5/26/2022 9:30,16.903
187,5/26/2022 10:30,17.379
188,5/26/2022 11:30,17.76
189,5/26/2022 12:30,18.236
190,5/26/2022 13:30,18.806
191,5/26/2022 14:30,19.662
192,5/26/2022 15:30,19.187
193,5/26/2022 16:30,18.521
194,5/26/2022 17:30,18.901
195,5/26/2022 18:30,18.996
196,5/26/2022 19:30,18.426
197,5/26/2022 20:30,18.331
198,5/26/2022 21:30,17.95
199,5/26/2022 22:30,17.76
200,5/26/2022 23:30,17.57
201,5/27/2022 0:30,14.709
202,5/27/2022 1:30,13.173
203,5/27/2022 2:30,12.594
204,5/27/2022 3:30,12.69
205,5/27/2022 4:30,13.365
206,5/27/2022 5:30,13.942
207,5/27/2022 6:30,13.846
208,5/27/2022 7:30,13.846
209,5/27/2022 8:30,13.654
210,5/27/2022 9:30,14.9
211,5/27/2022 10:30,15.378
212,5/27/2022 11:30,15.569
213,5/27/2022 12:30,15.473
214,5/27/2022 13:30,16.046
215,5/27/2022 14:30,15.951
216,5/27/2022 15:30,16.141
217,5/27/2022 16:30,16.618
218,5/27/2022 17:30,16.427
219,5/27/2022 18:30,16.141
220,5/27/2022 19:30,15.664
221,5/27/2022 20:30,15.855
222,5/27/2022 21:30,15.76
223,5/27/2022 22:30,15.76
224,5/27/2022 23:30,15.664
225,5/28/2022 0:30,15.473
226,5/28/2022 1:30,15.282
227,5/28/2022 2:30,15.187
228,5/28/2022 3:30,13.076
229,5/28/2022 4:30,13.654
230,5/28/2022 5:30,13.076
231,5/28/2022 6:30,13.173
232,5/28/2022 7:30,14.996
233,5/28/2022 8:30,16.046
234,5/28/2022 9:30,16.046
235,5/28/2022 10:30,15.855
236,5/28/2022 11:30,15.378
237,5/28/2022 12:30,15.951
238,5/28/2022 13:30,15.569
239,5/28/2022 14:30,16.237
240,5/28/2022 15:30,16.427
241,5/28/2022 16:30,16.808
242,5/28/2022 17:30,16.046
243,5/28/2022 18:30,15.951
244,5/28/2022 19:30,15.569
245,5/28/2022 20:30,14.613
246,5/28/2022 21:30,14.613
247,5/28/2022 22:30,14.517
248,5/28/2022 23:30,14.23
249,5/29/2022 0:30,14.038
250,5/29/2022 1:30,13.942
251,5/29/2022 2:30,13.75
252,5/29/2022 3:30,13.558
253,5/29/2022 4:30,12.304
254,5/29/2022 5:30,11.819
255,5/29/2022 6:30,12.207
256,5/29/2022 7:30,12.304
257,5/29/2022 8:30,12.207
258,5/29/2022 9:30,13.076
259,5/29/2022 10:30,13.076
260,5/29/2022 11:30,12.98
261,5/29/2022 12:30,13.173
262,5/29/2022 13:30,13.076
263,5/29/2022 14:30,13.365
264,5/29/2022 15:30,13.75
265,5/29/2022 16:30,13.942
266,5/29/2022 17:30,13.75
267,5/29/2022 18:30,13.846
268,5/29/2022 19:30,13.558
269,5/29/2022 20:30,13.173
270,5/29/2022 21:30,12.497
271,5/29/2022 22:30,12.11
272,5/29/2022 23:30,11.916
273,5/30/2022 0:30,11.819
274,5/30/2022 1:30,11.916
275,5/30/2022 2:30,12.013
276,5/30/2022 3:30,12.013
277,5/30/2022 4:30,11.916
278,5/30/2022 5:30,11.819
279,5/30/2022 6:30,11.819
280,5/30/2022 7:30,12.207
281,5/30/2022 8:30,12.013
282,5/30/2022 9:30,12.304
283,5/30/2022 10:30,12.594
284,5/30/2022 11:30,12.69
285,5/30/2022 12:30,12.594
286,5/30/2022 13:30,12.69
287,5/30/2022 14:30,13.461
288,5/30/2022 15:30,13.558
289,5/30/2022 16:30,13.076
290,5/30/2022 17:30,13.461
291,5/30/2022 18:30,13.365
292,5/30/2022 19:30,13.173
293,5/30/2022 20:30,13.076
294,5/30/2022 21:30,12.787
295,5/30/2022 22:30,12.69
296,5/30/2022 23:30,12.594
297,5/31/2022 0:30,12.401
298,5/31/2022 1:30,12.013
299,5/31/2022 2:30,11.722
300,5/31/2022 3:30,11.236
301,5/31/2022 4:30,10.944
302,5/31/2022 5:30,10.748
303,5/31/2022 6:30,10.651
304,5/31/2022 7:30,11.041
305,5/31/2022 8:30,11.528
306,5/31/2022 9:30,12.11
307,5/31/2022 10:30,12.11
308,5/31/2022 11:30,12.11
309,5/31/2022 12:30,12.013
310,5/31/2022 13:30,12.401
311,5/31/2022 14:30,12.594
312,5/31/2022 15:30,13.173
313,5/31/2022 16:30,13.076
314,5/31/2022 17:30,13.076
315,5/31/2022 18:30,13.076
316,5/31/2022 19:30,12.98
317,5/31/2022 20:30,12.787
318,5/31/2022 21:30,12.883
319,5/31/2022 22:30,12.98
320,5/31/2022 23:30,13.076
321,6/1/2022 0:30,12.98
322,6/1/2022 1:30,12.883
323,6/1/2022 2:30,12.883
324,6/1/2022 3:30,12.883
325,6/1/2022 4:30,12.883
326,6/1/2022 5:30,12.883
327,6/1/2022 6:30,12.98
328,6/1/2022 7:30,13.461
329,6/1/2022 8:30,13.942
330,6/1/2022 9:30,14.325
331,6/1/2022 10:30,14.804
332,6/1/2022 11:30,15.378
333,6/1/2022 12:30,15.855
334,6/1/2022 13:30,15.855
335,6/1/2022 14:30,15.664
336,6/1/2022 15:30,15.855
337,6/1/2022 16:30,16.427
338,6/1/2022 17:30,16.427
339,6/1/2022 18:30,15.378
340,6/1/2022 19:30,14.804
341,6/1/2022 20:30,14.996
342,6/1/2022 21:30,15.473
343,6/1/2022 22:30,15.378
344,6/1/2022 23:30,15.378
345,6/2/2022 0:30,15.282
346,6/2/2022 1:30,15.378
347,6/2/2022 2:30,15.282
348,6/2/2022 3:30,14.9
349,6/2/2022 4:30,14.613
350,6/2/2022 5:30,14.517
351,6/2/2022 6:30,14.421
352,6/2/2022 7:30,14.517
353,6/2/2022 8:30,14.709
354,6/2/2022 9:30,15.473
355,6/2/2022 10:30,15.664
356,6/2/2022 11:30,16.523
357,6/2/2022 12:30,16.046
358,6/2/2022 13:30,16.332
359,6/2/2022 14:30,16.999
360,6/2/2022 15:30,17.284
361,6/2/2022 16:30,17.094
362,6/2/2022 17:30,16.903
363,6/2/2022 18:30,16.808
364,6/2/2022 19:30,16.808
365,6/2/2022 20:30,16.808
366,6/2/2022 21:30,16.618
367,6/2/2022 22:30,16.618
368,6/2/2022 23:30,16.523
369,6/3/2022 0:30,16.237
370,6/3/2022 1:30,14.709
371,6/3/2022 2:30,14.23
372,6/3/2022 3:30,14.421
373,6/3/2022 4:30,14.325
374,6/3/2022 5:30,14.23
375,6/3/2022 6:30,14.804
376,6/3/2022 7:30,15.473
377,6/3/2022 8:30,16.141
378,6/3/2022 9:30,16.141
379,6/3/2022 10:30,16.141
380,6/3/2022 11:30,16.903
381,6/3/2022 12:30,17.094
382,6/3/2022 13:30,17.284
383,6/3/2022 14:30,17.475
384,6/3/2022 15:30,17.665
385,6/3/2022 16:30,17.475
386,6/3/2022 17:30,17.189
387,6/3/2022 18:30,16.808
388,6/3/2022 19:30,16.523
389,6/3/2022 20:30,16.427
390,6/3/2022 21:30,16.427
391,6/3/2022 22:30,16.427
392,6/3/2022 23:30,16.237
393,6/4/2022 0:30,16.046
394,6/4/2022 1:30,15.855
395,6/4/2022 2:30,15.187
396,6/4/2022 3:30,14.709
397,6/4/2022 4:30,14.421
398,6/4/2022 5:30,14.23
399,6/4/2022 6:30,14.134
400,6/4/2022 7:30,14.613
401,6/4/2022 8:30,14.517
402,6/4/2022 9:30,14.517
403,6/4/2022 10:30,14.613
404,6/4/2022 11:30,14.709
405,6/4/2022 12:30,14.613
406,6/4/2022 13:30,14.9
407,6/4/2022 14:30,15.76
408,6/4/2022 15:30,15.282
409,6/4/2022 16:30,15.76
410,6/4/2022 17:30,15.951
411,6/4/2022 18:30,15.473
412,6/4/2022 19:30,15.378
413,6/4/2022 20:30,15.378
414,6/4/2022 21:30,15.091
415,6/4/2022 22:30,14.9
416,6/4/2022 23:30,14.709
417,6/5/2022 0:30,14.613
418,6/5/2022 1:30,14.709
419,6/5/2022 2:30,14.804
420,6/5/2022 3:30,14.804
